,SPY,AAPL,MSFT,AMZN,META,UNH,LLY,XOM,JPM,V,JNJ,PG,MA,MRK,COST,ADBE,PEP,KO
2017-10-24 00:00:00,231.78567504882812,37.05470657348633,73.39176940917969,48.79499816894531,171.8000030517578,190.5995330810547,76.30730438232422,62.05392074584961,84.77582550048828,104.1189193725586,120.66976165771484,74.49752807617188,141.04518127441406,50.07432556152344,150.19227600097656,171.5800018310547,93.11414337158203,38.17613983154297
2017-10-25 00:00:00,230.63832092285156,36.89197540283203,73.17768859863281,48.64550018310547,170.60000610351562,190.05923461914062,76.02061462402344,61.83091354370117,84.85983276367188,105.1561508178711,121.28316497802734,74.39474487304688,141.47085571289062,49.55064392089844,150.09046936035156,171.8300018310547,92.54241943359375,38.06867599487305
2017-10-26 00:00:00,230.93641662597656,37.127838134765625,73.2986831665039,48.621498107910156,170.6300048828125,191.5152130126953,75.40242767333984,62.05392074584961,85.46466827392578,105.45388793945312,120.81461334228516,74.94288635253906,141.80938720703125,49.18565368652344,150.34962463378906,173.75,93.09732818603516,38.21747589111328
2017-10-27 00:00:00,232.82460021972656,38.458126068115234,77.9985122680664,55.04750061035156,177.8800048828125,194.67428588867188,75.1336441040039,62.23234939575195,85.4898681640625,105.36744689941406,120.7890625,74.54891204833984,143.6764373779297,46.21023178100586,150.27557373046875,177.3300018310547,92.98800659179688,38.085201263427734
2017-10-30 00:00:00,231.95733642578125,39.323760986328125,78.07296752929688,55.54249954223633,179.8699951171875,191.7349853515625,74.0495376586914,62.105979919433594,85.18745422363281,105.68438720703125,119.27259826660156,73.88941192626953,144.09243774414062,43.40937423706055,148.28585815429688,176.02999877929688,92.18930053710938,37.91160202026367
2017-10-31 00:00:00,232.3187255859375,39.8709716796875,77.41220092773438,55.263999938964844,180.05999755859375,192.4949951171875,73.4134292602539,61.964717864990234,84.51541900634766,105.62674713134766,118.76991271972656,73.94934844970703,143.91831970214844,43.710880279541016,149.07249450683594,175.16000366210938,92.67694854736328,38.01079559326172
2017-11-01 00:00:00,232.62586975097656,39.363861083984375,77.41220092773438,55.183998107910156,182.66000366210938,191.86314392089844,74.2645492553711,62.351322174072266,84.77582550048828,106.67361450195312,119.25555419921875,74.4204330444336,144.03439331054688,43.909244537353516,150.5625,176.25,92.5928726196289,37.861995697021484
2017-11-02 00:00:00,232.7161865234375,39.651611328125,78.2219009399414,54.71099853515625,178.9199981689453,193.3007354736328,74.4795913696289,62.098533630371094,85.33865356445312,106.58717346191406,119.21295928955078,74.09495544433594,143.41522216796875,43.933048248291016,152.6539764404297,180.94000244140625,92.52561950683594,37.92813491821289
2017-11-03 00:00:00,233.49319458007812,40.68706512451172,78.30564880371094,55.58000183105469,178.9199981689453,194.92153930664062,74.8200454711914,61.83834457397461,85.18745422363281,106.95213317871094,119.34072875976562,74.1549301147461,144.42132568359375,44.48053741455078,154.0329132080078,182.3000030517578,92.6685562133789,38.002532958984375
2017-11-06 00:00:00,233.85452270507812,41.099830627441406,78.61273956298828,56.03300094604492,180.1699981689453,194.2347412109375,74.30935668945312,62.2620735168457,84.65823364257812,107.48995971679688,119.06813049316406,73.70098114013672,145.19522094726562,44.337703704833984,152.74656677246094,180.8000030517578,91.86141967773438,37.589195251464844
2017-11-07 00:00:00,233.6919403076172,41.2319221496582,78.4266128540039,56.15850067138672,180.25,194.765869140625,74.6139907836914,62.135704040527344,82.95298767089844,107.65323638916016,119.0766372680664,74.49752807617188,145.07916259765625,44.10760498046875,153.88482666015625,180.8800048828125,92.87873077392578,37.97772979736328
2017-11-08 00:00:00,234.08944702148438,41.569217681884766,78.69652557373047,56.64400100708008,179.55999755859375,192.9986114501953,75.26803588867188,62.05392074584961,82.02053833007812,108.0181884765625,120.39715576171875,75.01140594482422,145.07916259765625,44.89311599731445,156.4483642578125,184.05999755859375,94.16510009765625,38.17613983154297
2017-11-09 00:00:00,233.24020385742188,41.484310150146484,78.25909423828125,56.45650100708008,179.3000030517578,193.72198486328125,75.25010681152344,62.42567825317383,82.01214599609375,107.70126342773438,119.57075500488281,75.1827163696289,144.42132568359375,44.599544525146484,156.50390625,181.9199981689453,93.72789764404297,38.21747589111328
